"Vármegye, főváros",OEVK sorszáma,Székhelye,Külképviselet neve,Választópolgárok száma
BUDAPEST,01,Budapest V. kerület,Abu Dhabi,8
BUDAPEST,01,Budapest V. kerület,Amman,4
BUDAPEST,01,Budapest V. kerület,Ankara,6
BUDAPEST,01,Budapest V. kerület,Athén,17
BUDAPEST,01,Budapest V. kerület,Baku,2
BUDAPEST,01,Budapest V. kerület,Bangkok,8
BUDAPEST,01,Budapest V. kerület,Barcelona,29
BUDAPEST,01,Budapest V. kerület,Bécs,69
BUDAPEST,01,Budapest V. kerület,Bejrút,1
BUDAPEST,01,Budapest V. kerület,Belgrád,4
BUDAPEST,01,Budapest V. kerület,Beregszász,5
BUDAPEST,01,Budapest V. kerület,Berlin,101
BUDAPEST,01,Budapest V. kerület,Bern,101
BUDAPEST,01,Budapest V. kerület,Bogota,2
BUDAPEST,01,Budapest V. kerület,Brazíliaváros,3
BUDAPEST,01,Budapest V. kerület,Brüsszel,114
BUDAPEST,01,Budapest V. kerület,Buenos Aires,5
BUDAPEST,01,Budapest V. kerület,Bukarest,5
BUDAPEST,01,Budapest V. kerület,Canberra,1
BUDAPEST,01,Budapest V. kerület,Chicago,19
BUDAPEST,01,Budapest V. kerület,Chisinau,2
BUDAPEST,01,Budapest V. kerület,Csíkszereda,66
BUDAPEST,01,Budapest V. kerület,Doha,3
BUDAPEST,01,Budapest V. kerület,Dublin,19
BUDAPEST,01,Budapest V. kerület,Düsseldorf,53
BUDAPEST,01,Budapest V. kerület,Edinburgh,20
BUDAPEST,01,Budapest V. kerület,Gdansk,6
BUDAPEST,01,Budapest V. kerület,Genf,22
BUDAPEST,01,Budapest V. kerület,Hága,111
BUDAPEST,01,Budapest V. kerület,Hanoi,2
BUDAPEST,01,Budapest V. kerület,Helsinki,14
BUDAPEST,01,Budapest V. kerület,Ho Si Minh-város,2
BUDAPEST,01,Budapest V. kerület,Hongkong,2
BUDAPEST,01,Budapest V. kerület,Houston,9
BUDAPEST,01,Budapest V. kerület,Innsbruck,13
BUDAPEST,01,Budapest V. kerület,Isztambul,5
BUDAPEST,01,Budapest V. kerület,Jakarta,5
BUDAPEST,01,Budapest V. kerület,Kairó,1
BUDAPEST,01,Budapest V. kerület,Kassa,1
BUDAPEST,01,Budapest V. kerület,Kolozsvár,22
BUDAPEST,01,Budapest V. kerület,Koppenhága,35
BUDAPEST,01,Budapest V. kerület,Krakkó,3
BUDAPEST,01,Budapest V. kerület,Kuvait,4
BUDAPEST,01,Budapest V. kerület,Lima,5
BUDAPEST,01,Budapest V. kerület,Lisszabon,20
BUDAPEST,01,Budapest V. kerület,Ljubljana,3
BUDAPEST,01,Budapest V. kerület,London,198
BUDAPEST,01,Budapest V. kerület,Los Angeles,23
BUDAPEST,01,Budapest V. kerület,Lusaka,1
BUDAPEST,01,Budapest V. kerület,Luxembourg,24
BUDAPEST,01,Budapest V. kerület,Lviv,1
BUDAPEST,01,Budapest V. kerület,Lyon,14
BUDAPEST,01,Budapest V. kerület,Madrid,26
BUDAPEST,01,Budapest V. kerület,Malaga,22
BUDAPEST,01,Budapest V. kerület,Manchester,21
BUDAPEST,01,Budapest V. kerület,Melbourne,9
BUDAPEST,01,Budapest V. kerület,Mexikóváros,4
BUDAPEST,01,Budapest V. kerület,Miami,14
BUDAPEST,01,Budapest V. kerület,Milánó,24
BUDAPEST,01,Budapest V. kerület,Montreal,12
BUDAPEST,01,Budapest V. kerület,Moszkva,10
BUDAPEST,01,Budapest V. kerület,Mumbai,1
BUDAPEST,01,Budapest V. kerület,München,64
BUDAPEST,01,Budapest V. kerület,Nairobi,3
BUDAPEST,01,Budapest V. kerület,New York,49
BUDAPEST,01,Budapest V. kerület,Nicosia,4
BUDAPEST,01,Budapest V. kerület,Nürnberg,21
BUDAPEST,01,Budapest V. kerület,Oslo,12
BUDAPEST,01,Budapest V. kerület,Ottawa,4
BUDAPEST,01,Budapest V. kerület,Panamaváros,6
BUDAPEST,01,Budapest V. kerület,Párizs,47
BUDAPEST,01,Budapest V. kerület,Peking,5
BUDAPEST,01,Budapest V. kerület,Podgorica,4
BUDAPEST,01,Budapest V. kerület,Prága,13
BUDAPEST,01,Budapest V. kerület,Pretoria,4
BUDAPEST,01,Budapest V. kerület,Quito,1
BUDAPEST,01,Budapest V. kerület,Rabat,1
BUDAPEST,01,Budapest V. kerület,Ramallah,1
BUDAPEST,01,Budapest V. kerület,Rijád,4
BUDAPEST,01,Budapest V. kerület,Róma,45
BUDAPEST,01,Budapest V. kerület,San Francisco,25
BUDAPEST,01,Budapest V. kerület,Sanghaj,4
BUDAPEST,01,Budapest V. kerület,Santiago de Chile,2
BUDAPEST,01,Budapest V. kerület,Stockholm,38
BUDAPEST,01,Budapest V. kerület,Strasbourg,8
BUDAPEST,01,Budapest V. kerület,Stuttgart,53
BUDAPEST,01,Budapest V. kerület,Sydney,14
BUDAPEST,01,Budapest V. kerület,Szabadka,27
BUDAPEST,01,Budapest V. kerület,Szarajevó,3
BUDAPEST,01,Budapest V. kerület,Szingapúr,4
BUDAPEST,01,Budapest V. kerület,Szkopje,1
BUDAPEST,01,Budapest V. kerület,Szófia,3
BUDAPEST,01,Budapest V. kerület,Szöul,2
BUDAPEST,01,Budapest V. kerület,Tallinn,1
BUDAPEST,01,Budapest V. kerület,Taskent,2
BUDAPEST,01,Budapest V. kerület,Tbiliszi,1
BUDAPEST,01,Budapest V. kerület,Teherán,3
BUDAPEST,01,Budapest V. kerület,Tel-Aviv,9
BUDAPEST,01,Budapest V. kerület,Tirana,2
BUDAPEST,01,Budapest V. kerület,Tokió,3
BUDAPEST,01,Budapest V. kerület,Toronto,26
BUDAPEST,01,Budapest V. kerület,Újdelhi,1
BUDAPEST,01,Budapest V. kerület,Ulánbátor,1
BUDAPEST,01,Budapest V. kerület,Ungvár,5
BUDAPEST,01,Budapest V. kerület,Valletta,11
BUDAPEST,01,Budapest V. kerület,Vancouver,10
BUDAPEST,01,Budapest V. kerület,Varsó,4
BUDAPEST,01,Budapest V. kerület,Vilnius,1
BUDAPEST,01,Budapest V. kerület,Washington,24
BUDAPEST,01,Budapest V. kerület,Wellington,2
BUDAPEST,01,Budapest V. kerület,Wroclaw,1
BUDAPEST,01,Budapest V. kerület,Zágráb,2
BUDAPEST,02,Budapest XI. kerület,Abu Dhabi,19
BUDAPEST,02,Budapest XI. kerület,Almati,1
BUDAPEST,02,Budapest XI. kerület,Amman,1
BUDAPEST,02,Budapest XI. kerület,Athén,11
BUDAPEST,02,Budapest XI. kerület,Bangkok,2
BUDAPEST,02,Budapest XI. kerület,Barcelona,20
BUDAPEST,02,Budapest XI. kerület,Bécs,71
BUDAPEST,02,Budapest XI. kerület,Bejrút,1
BUDAPEST,02,Budapest XI. kerület,Belgrád,1
BUDAPEST,02,Budapest XI. kerület,Beregszász,6
BUDAPEST,02,Budapest XI. kerület,Berlin,68
BUDAPEST,02,Budapest XI. kerület,Bern,82
BUDAPEST,02,Budapest XI. kerület,Besztercebánya,1
BUDAPEST,02,Budapest XI. kerület,Brüsszel,71
BUDAPEST,02,Budapest XI. kerület,Buenos Aires,2
BUDAPEST,02,Budapest XI. kerület,Bukarest,5
BUDAPEST,02,Budapest XI. kerület,Canberra,2
BUDAPEST,02,Budapest XI. kerület,Chicago,9
BUDAPEST,02,Budapest XI. kerület,Csíkszereda,33
BUDAPEST,02,Budapest XI. kerület,Csungking,1
BUDAPEST,02,Budapest XI. kerület,Dakar,1
BUDAPEST,02,Budapest XI. kerület,Dakka,1
BUDAPEST,02,Budapest XI. kerület,Doha,3
BUDAPEST,02,Budapest XI. kerület,Dublin,24
BUDAPEST,02,Budapest XI. kerület,Düsseldorf,44
BUDAPEST,02,Budapest XI. kerület,Edinburgh,31
BUDAPEST,02,Budapest XI. kerület,Gdansk,3
BUDAPEST,02,Budapest XI. kerület,Genf,14
BUDAPEST,02,Budapest XI. kerület,Hága,108
BUDAPEST,02,Budapest XI. kerület,Hanoi,2
BUDAPEST,02,Budapest XI. kerület,Havanna,2
BUDAPEST,02,Budapest XI. kerület,Helsinki,18
BUDAPEST,02,Budapest XI. kerület,Hongkong,1
BUDAPEST,02,Budapest XI. kerület,Houston,9
BUDAPEST,02,Budapest XI. kerület,Innsbruck,7
BUDAPEST,02,Budapest XI. kerület,Isztambul,8
BUDAPEST,02,Budapest XI. kerület,Jakarta,3
BUDAPEST,02,Budapest XI. kerület,Jekatyerinburg,1
BUDAPEST,02,Budapest XI. kerület,Kairó,2
BUDAPEST,02,Budapest XI. kerület,Kampala,1
BUDAPEST,02,Budapest XI. kerület,Kolozsvár,23
BUDAPEST,02,Budapest XI. kerület,Koppenhága,49
BUDAPEST,02,Budapest XI. kerület,Krakkó,7
BUDAPEST,02,Budapest XI. kerület,Kuala Lumpur,1
BUDAPEST,02,Budapest XI. kerület,Kuvait,1
BUDAPEST,02,Budapest XI. kerület,Lisszabon,17
BUDAPEST,02,Budapest XI. kerület,Ljubljana,4
BUDAPEST,02,Budapest XI. kerület,London,162
BUDAPEST,02,Budapest XI. kerület,Los Angeles,16
BUDAPEST,02,Budapest XI. kerület,Luxembourg,27
BUDAPEST,02,Budapest XI. kerület,Lyon,12
BUDAPEST,02,Budapest XI. kerület,Madrid,18
BUDAPEST,02,Budapest XI. kerület,Malaga,24
BUDAPEST,02,Budapest XI. kerület,Manchester,23
BUDAPEST,02,Budapest XI. kerület,Manila,1
BUDAPEST,02,Budapest XI. kerület,Maszkat,1
BUDAPEST,02,Budapest XI. kerület,Melbourne,7
BUDAPEST,02,Budapest XI. kerület,Mexikóváros,1
BUDAPEST,02,Budapest XI. kerület,Miami,14
BUDAPEST,02,Budapest XI. kerület,Milánó,12
BUDAPEST,02,Budapest XI. kerület,Montreal,9
BUDAPEST,02,Budapest XI. kerület,Moszkva,6
BUDAPEST,02,Budapest XI. kerület,München,84
BUDAPEST,02,Budapest XI. kerület,Nairobi,2
BUDAPEST,02,Budapest XI. kerület,New York,42
BUDAPEST,02,Budapest XI. kerület,Nicosia,7
BUDAPEST,02,Budapest XI. kerület,Nürnberg,17
BUDAPEST,02,Budapest XI. kerület,Oslo,19
BUDAPEST,02,Budapest XI. kerület,Ottawa,2
BUDAPEST,02,Budapest XI. kerület,Párizs,50
BUDAPEST,02,Budapest XI. kerület,Peking,1
BUDAPEST,02,Budapest XI. kerület,Phnom Penh,1
BUDAPEST,02,Budapest XI. kerület,Pozsony,1
BUDAPEST,02,Budapest XI. kerület,Prága,8
BUDAPEST,02,Budapest XI. kerület,Pretoria,4
BUDAPEST,02,Budapest XI. kerület,Pristina,2
BUDAPEST,02,Budapest XI. kerület,Rabat,3
BUDAPEST,02,Budapest XI. kerület,Riga,1
BUDAPEST,02,Budapest XI. kerület,Róma,44
BUDAPEST,02,Budapest XI. kerület,San Francisco,15
BUDAPEST,02,Budapest XI. kerület,Sanghaj,2
BUDAPEST,02,Budapest XI. kerület,Santiago de Chile,1
BUDAPEST,02,Budapest XI. kerület,Sao Paulo,2
BUDAPEST,02,Budapest XI. kerület,Stockholm,26
BUDAPEST,02,Budapest XI. kerület,Strasbourg,12
BUDAPEST,02,Budapest XI. kerület,Stuttgart,50
BUDAPEST,02,Budapest XI. kerület,Sydney,16
BUDAPEST,02,Budapest XI. kerület,Szabadka,17
BUDAPEST,02,Budapest XI. kerület,Szarajevó,1
BUDAPEST,02,Budapest XI. kerület,Szingapúr,5
BUDAPEST,02,Budapest XI. kerület,Szkopje,4
BUDAPEST,02,Budapest XI. kerület,Szöul,5
BUDAPEST,02,Budapest XI. kerület,Tallinn,4
BUDAPEST,02,Budapest XI. kerület,Tbiliszi,2
BUDAPEST,02,Budapest XI. kerület,Tel-Aviv,9
BUDAPEST,02,Budapest XI. kerület,Tirana,1
BUDAPEST,02,Budapest XI. kerület,Tokió,4
BUDAPEST,02,Budapest XI. kerület,Toronto,21
BUDAPEST,02,Budapest XI. kerület,Újdelhi,1
BUDAPEST,02,Budapest XI. kerület,Ungvár,1
BUDAPEST,02,Budapest XI. kerület,Valletta,11
BUDAPEST,02,Budapest XI. kerület,Vancouver,7
BUDAPEST,02,Budapest XI. kerület,Varsó,4
BUDAPEST,02,Budapest XI. kerület,Vilnius,2
BUDAPEST,02,Budapest XI. kerület,Washington,27
BUDAPEST,02,Budapest XI. kerület,Wellington,1
BUDAPEST,02,Budapest XI. kerület,Zágráb,6
BUDAPEST,03,Budapest XII. kerület,Abu Dhabi,17
BUDAPEST,03,Budapest XII. kerület,Abuja,1
BUDAPEST,03,Budapest XII. kerület,Amman,1
BUDAPEST,03,Budapest XII. kerület,Ankara,11
BUDAPEST,03,Budapest XII. kerület,Athén,15
BUDAPEST,03,Budapest XII. kerület,Baku,2
BUDAPEST,03,Budapest XII. kerület,Bangkok,5
BUDAPEST,03,Budapest XII. kerület,Barcelona,51
BUDAPEST,03,Budapest XII. kerület,Bécs,84
BUDAPEST,03,Budapest XII. kerület,Belgrád,4
BUDAPEST,03,Budapest XII. kerület,Beregszász,11
BUDAPEST,03,Budapest XII. kerület,Berlin,115
BUDAPEST,03,Budapest XII. kerület,Bern,111
BUDAPEST,03,Budapest XII. kerület,Bogota,5
BUDAPEST,03,Budapest XII. kerület,Brüsszel,121
BUDAPEST,03,Budapest XII. kerület,Buenos Aires,8
BUDAPEST,03,Budapest XII. kerület,Bukarest,3
BUDAPEST,03,Budapest XII. kerület,Chicago,18
BUDAPEST,03,Budapest XII. kerület,Chisinau,1
BUDAPEST,03,Budapest XII. kerület,Csíkszereda,32
BUDAPEST,03,Budapest XII. kerület,Doha,6
BUDAPEST,03,Budapest XII. kerület,Dublin,27
BUDAPEST,03,Budapest XII. kerület,Düsseldorf,50
BUDAPEST,03,Budapest XII. kerület,Edinburgh,32
BUDAPEST,03,Budapest XII. kerület,Erbil,1
BUDAPEST,03,Budapest XII. kerület,Gdansk,2
BUDAPEST,03,Budapest XII. kerület,Genf,37
BUDAPEST,03,Budapest XII. kerület,Hága,112
BUDAPEST,03,Budapest XII. kerület,Hanoi,6
BUDAPEST,03,Budapest XII. kerület,Helsinki,24
BUDAPEST,03,Budapest XII. kerület,Hongkong,1
BUDAPEST,03,Budapest XII. kerület,Houston,7
BUDAPEST,03,Budapest XII. kerület,Innsbruck,14
BUDAPEST,03,Budapest XII. kerület,Iszlámábád,1
BUDAPEST,03,Budapest XII. kerület,Isztambul,11
BUDAPEST,03,Budapest XII. kerület,Jakarta,3
BUDAPEST,03,Budapest XII. kerület,Kairó,6
BUDAPEST,03,Budapest XII. kerület,Kampala,1
BUDAPEST,03,Budapest XII. kerület,Kassa,1
BUDAPEST,03,Budapest XII. kerület,Kolozsvár,24
BUDAPEST,03,Budapest XII. kerület,Koppenhága,53
BUDAPEST,03,Budapest XII. kerület,Krakkó,7
BUDAPEST,03,Budapest XII. kerület,Kuala Lumpur,2
BUDAPEST,03,Budapest XII. kerület,Kuvait,2
BUDAPEST,03,Budapest XII. kerület,Lendva,1
BUDAPEST,03,Budapest XII. kerület,Lisszabon,28
BUDAPEST,03,Budapest XII. kerület,Ljubljana,3
BUDAPEST,03,Budapest XII. kerület,London,234
BUDAPEST,03,Budapest XII. kerület,Los Angeles,36
BUDAPEST,03,Budapest XII. kerület,Lusaka,1
BUDAPEST,03,Budapest XII. kerület,Luxembourg,34
BUDAPEST,03,Budapest XII. kerület,Lyon,11
BUDAPEST,03,Budapest XII. kerület,Madrid,20
BUDAPEST,03,Budapest XII. kerület,Malaga,9
BUDAPEST,03,Budapest XII. kerület,Manchester,27
BUDAPEST,03,Budapest XII. kerület,Manila,1
BUDAPEST,03,Budapest XII. kerület,Melbourne,11
BUDAPEST,03,Budapest XII. kerület,Mexikóváros,2
BUDAPEST,03,Budapest XII. kerület,Miami,25
BUDAPEST,03,Budapest XII. kerület,Milánó,28
BUDAPEST,03,Budapest XII. kerület,Montevideo,4
BUDAPEST,03,Budapest XII. kerület,Montreal,8
BUDAPEST,03,Budapest XII. kerület,Moszkva,6
BUDAPEST,03,Budapest XII. kerület,München,107
BUDAPEST,03,Budapest XII. kerület,Nairobi,3
BUDAPEST,03,Budapest XII. kerület,New York,81
BUDAPEST,03,Budapest XII. kerület,Nicosia,5
BUDAPEST,03,Budapest XII. kerület,Nur-Szultán,2
BUDAPEST,03,Budapest XII. kerület,Nürnberg,30
BUDAPEST,03,Budapest XII. kerület,Oslo,19
BUDAPEST,03,Budapest XII. kerület,Ottawa,3
BUDAPEST,03,Budapest XII. kerület,Panamaváros,2
BUDAPEST,03,Budapest XII. kerület,Párizs,77
BUDAPEST,03,Budapest XII. kerület,Podgorica,1
BUDAPEST,03,Budapest XII. kerület,Pozsony,3
BUDAPEST,03,Budapest XII. kerület,Prága,15
BUDAPEST,03,Budapest XII. kerület,Pretoria,2
BUDAPEST,03,Budapest XII. kerület,Pristina,3
BUDAPEST,03,Budapest XII. kerület,Quito,1
BUDAPEST,03,Budapest XII. kerület,Rabat,3
BUDAPEST,03,Budapest XII. kerület,Riga,4
BUDAPEST,03,Budapest XII. kerület,Róma,17
BUDAPEST,03,Budapest XII. kerület,San Francisco,16
BUDAPEST,03,Budapest XII. kerület,Sanghaj,3
BUDAPEST,03,Budapest XII. kerület,Santiago de Chile,4
BUDAPEST,03,Budapest XII. kerület,Sao Paulo,4
BUDAPEST,03,Budapest XII. kerület,Stockholm,45
BUDAPEST,03,Budapest XII. kerület,Strasbourg,11
BUDAPEST,03,Budapest XII. kerület,Stuttgart,48
BUDAPEST,03,Budapest XII. kerület,Sydney,22
BUDAPEST,03,Budapest XII. kerület,Szabadka,12
BUDAPEST,03,Budapest XII. kerület,Szarajevó,1
BUDAPEST,03,Budapest XII. kerület,Szentpétervár,1
BUDAPEST,03,Budapest XII. kerület,Szingapúr,11
BUDAPEST,03,Budapest XII. kerület,Szófia,2
BUDAPEST,03,Budapest XII. kerület,Szöul,1
BUDAPEST,03,Budapest XII. kerület,Tallinn,2
BUDAPEST,03,Budapest XII. kerület,Tbiliszi,6
BUDAPEST,03,Budapest XII. kerület,Tel-Aviv,21
BUDAPEST,03,Budapest XII. kerület,Tirana,3
BUDAPEST,03,Budapest XII. kerület,Tokió,6
BUDAPEST,03,Budapest XII. kerület,Toronto,20
BUDAPEST,03,Budapest XII. kerület,Tunisz,2
BUDAPEST,03,Budapest XII. kerület,Újdelhi,2
BUDAPEST,03,Budapest XII. kerület,Ungvár,3
BUDAPEST,03,Budapest XII. kerület,Valletta,13
BUDAPEST,03,Budapest XII. kerület,Vancouver,14
BUDAPEST,03,Budapest XII. kerület,Varsó,8
BUDAPEST,03,Budapest XII. kerület,Vientián,1
BUDAPEST,03,Budapest XII. kerület,Vilnius,1
BUDAPEST,03,Budapest XII. kerület,Washington,26
BUDAPEST,03,Budapest XII. kerület,Wellington,2
BUDAPEST,03,Budapest XII. kerület,Wroclaw,1
BUDAPEST,03,Budapest XII. kerület,Zágráb,7
BUDAPEST,04,Budapest II. kerület,Abu Dhabi,24
BUDAPEST,04,Budapest II. kerület,Amman,2
BUDAPEST,04,Budapest II. kerület,Ankara,1
BUDAPEST,04,Budapest II. kerület,Athén,16
BUDAPEST,04,Budapest II. kerület,Bangkok,4
BUDAPEST,04,Budapest II. kerület,Barcelona,32
BUDAPEST,04,Budapest II. kerület,Bécs,76
BUDAPEST,04,Budapest II. kerület,Bejrút,5
BUDAPEST,04,Budapest II. kerület,Belgrád,2
BUDAPEST,04,Budapest II. kerület,Beregszász,3
BUDAPEST,04,Budapest II. kerület,Berlin,141
BUDAPEST,04,Budapest II. kerület,Bern,112
BUDAPEST,04,Budapest II. kerület,Biskek,1
BUDAPEST,04,Budapest II. kerület,Bogota,2
BUDAPEST,04,Budapest II. kerület,Brazíliaváros,2
BUDAPEST,04,Budapest II. kerület,Brüsszel,91
BUDAPEST,04,Budapest II. kerület,Buenos Aires,1
BUDAPEST,04,Budapest II. kerület,Bukarest,4
BUDAPEST,04,Budapest II. kerület,Canberra,1
BUDAPEST,04,Budapest II. kerület,Chicago,28
BUDAPEST,04,Budapest II. kerület,Chisinau,1
BUDAPEST,04,Budapest II. kerület,Csíkszereda,35
BUDAPEST,04,Budapest II. kerület,Csungking,2
BUDAPEST,04,Budapest II. kerület,Dakar,1
BUDAPEST,04,Budapest II. kerület,Dakka,1
BUDAPEST,04,Budapest II. kerület,Doha,5
BUDAPEST,04,Budapest II. kerület,Dublin,23
BUDAPEST,04,Budapest II. kerület,Düsseldorf,65
BUDAPEST,04,Budapest II. kerület,Edinburgh,42
BUDAPEST,04,Budapest II. kerület,Erbil,1
BUDAPEST,04,Budapest II. kerület,Eszék,1
BUDAPEST,04,Budapest II. kerület,Gdansk,1
BUDAPEST,04,Budapest II. kerület,Genf,25
BUDAPEST,04,Budapest II. kerület,Hága,134
BUDAPEST,04,Budapest II. kerület,Helsinki,21
BUDAPEST,04,Budapest II. kerület,Ho Si Minh-város,2
BUDAPEST,04,Budapest II. kerület,Hongkong,4
BUDAPEST,04,Budapest II. kerület,Houston,10
BUDAPEST,04,Budapest II. kerület,Innsbruck,14
BUDAPEST,04,Budapest II. kerület,Isztambul,5
BUDAPEST,04,Budapest II. kerület,Jakarta,3
BUDAPEST,04,Budapest II. kerület,Jekatyerinburg,1
BUDAPEST,04,Budapest II. kerület,Kampala,1
BUDAPEST,04,Budapest II. kerület,Kazan,2
BUDAPEST,04,Budapest II. kerület,Kolozsvár,14
BUDAPEST,04,Budapest II. kerület,Koppenhága,50
BUDAPEST,04,Budapest II. kerület,Krakkó,3
BUDAPEST,04,Budapest II. kerület,Kuangcsou,1
BUDAPEST,04,Budapest II. kerület,Kuvait,1
BUDAPEST,04,Budapest II. kerület,Lendva,1
BUDAPEST,04,Budapest II. kerület,Lima,5
BUDAPEST,04,Budapest II. kerület,Lisszabon,33
BUDAPEST,04,Budapest II. kerület,Ljubljana,9
BUDAPEST,04,Budapest II. kerület,London,217
BUDAPEST,04,Budapest II. kerület,Los Angeles,24
BUDAPEST,04,Budapest II. kerület,Luanda,1
BUDAPEST,04,Budapest II. kerület,Luxembourg,31
BUDAPEST,04,Budapest II. kerület,Lyon,14
BUDAPEST,04,Budapest II. kerület,Madrid,20
BUDAPEST,04,Budapest II. kerület,Malaga,29
BUDAPEST,04,Budapest II. kerület,Manchester,26
BUDAPEST,04,Budapest II. kerület,Maszkat,4
BUDAPEST,04,Budapest II. kerület,Melbourne,13
BUDAPEST,04,Budapest II. kerület,Mexikóváros,3
BUDAPEST,04,Budapest II. kerület,Miami,18
BUDAPEST,04,Budapest II. kerület,Milánó,30
BUDAPEST,04,Budapest II. kerület,Montreal,6
BUDAPEST,04,Budapest II. kerület,Mumbai,1
BUDAPEST,04,Budapest II. kerület,München,90
BUDAPEST,04,Budapest II. kerület,Nairobi,2
BUDAPEST,04,Budapest II. kerület,New York,51
BUDAPEST,04,Budapest II. kerület,Nicosia,7
BUDAPEST,04,Budapest II. kerület,Nürnberg,28
BUDAPEST,04,Budapest II. kerület,Oslo,18
BUDAPEST,04,Budapest II. kerület,Ottawa,1
BUDAPEST,04,Budapest II. kerület,Panamaváros,1
BUDAPEST,04,Budapest II. kerület,Párizs,86
BUDAPEST,04,Budapest II. kerület,Peking,1
BUDAPEST,04,Budapest II. kerület,Phnom Penh,1
BUDAPEST,04,Budapest II. kerület,Pozsony,3
BUDAPEST,04,Budapest II. kerület,Prága,18
BUDAPEST,04,Budapest II. kerület,Pretoria,5
BUDAPEST,04,Budapest II. kerület,Pristina,3
BUDAPEST,04,Budapest II. kerület,Rabat,3
BUDAPEST,04,Budapest II. kerület,Riga,3
BUDAPEST,04,Budapest II. kerület,Rijád,1
BUDAPEST,04,Budapest II. kerület,Róma,39
BUDAPEST,04,Budapest II. kerület,San Francisco,8
BUDAPEST,04,Budapest II. kerület,Sanghaj,2
BUDAPEST,04,Budapest II. kerület,Sao Paulo,5
BUDAPEST,04,Budapest II. kerület,Stockholm,40
BUDAPEST,04,Budapest II. kerület,Strasbourg,19
BUDAPEST,04,Budapest II. kerület,Stuttgart,64
BUDAPEST,04,Budapest II. kerület,Sydney,15
BUDAPEST,04,Budapest II. kerület,Szabadka,11
BUDAPEST,04,Budapest II. kerület,Szarajevó,2
BUDAPEST,04,Budapest II. kerület,Szingapúr,14
BUDAPEST,04,Budapest II. kerület,Szkopje,2
BUDAPEST,04,Budapest II. kerület,Szófia,5
BUDAPEST,04,Budapest II. kerület,Tallinn,4
BUDAPEST,04,Budapest II. kerület,Tbiliszi,10
BUDAPEST,04,Budapest II. kerület,Tel-Aviv,21
BUDAPEST,04,Budapest II. kerület,Tokió,11
BUDAPEST,04,Budapest II. kerület,Toronto,27
BUDAPEST,04,Budapest II. kerület,Tunisz,1
BUDAPEST,04,Budapest II. kerület,Újdelhi,6
BUDAPEST,04,Budapest II. kerület,Ulánbátor,2
BUDAPEST,04,Budapest II. kerület,Ungvár,2
BUDAPEST,04,Budapest II. kerület,Valletta,19
BUDAPEST,04,Budapest II. kerület,Vancouver,2
BUDAPEST,04,Budapest II. kerület,Varsó,4
BUDAPEST,04,Budapest II. kerület,Vientián,1
BUDAPEST,04,Budapest II. kerület,Washington,22
BUDAPEST,04,Budapest II. kerület,Wellington,1
BUDAPEST,04,Budapest II. kerület,Wroclaw,4
BUDAPEST,04,Budapest II. kerület,Zágráb,5
BUDAPEST,05,Budapest VII. kerület,Abu Dhabi,12
BUDAPEST,05,Budapest VII. kerület,Abuja,1
BUDAPEST,05,Budapest VII. kerület,Accra,1
BUDAPEST,05,Budapest VII. kerület,Amman,2
BUDAPEST,05,Budapest VII. kerület,Ankara,1
BUDAPEST,05,Budapest VII. kerület,Athén,3
BUDAPEST,05,Budapest VII. kerület,Bangkok,7
BUDAPEST,05,Budapest VII. kerület,Barcelona,40
BUDAPEST,05,Budapest VII. kerület,Bécs,42
BUDAPEST,05,Budapest VII. kerület,Bejrút,2
BUDAPEST,05,Budapest VII. kerület,Belgrád,6
BUDAPEST,05,Budapest VII. kerület,Beregszász,8
BUDAPEST,05,Budapest VII. kerület,Berlin,86
BUDAPEST,05,Budapest VII. kerület,Bern,71
BUDAPEST,05,Budapest VII. kerület,Bogota,2
BUDAPEST,05,Budapest VII. kerület,Brazíliaváros,1
BUDAPEST,05,Budapest VII. kerület,Brüsszel,57
BUDAPEST,05,Budapest VII. kerület,Buenos Aires,6
BUDAPEST,05,Budapest VII. kerület,Bukarest,9
BUDAPEST,05,Budapest VII. kerület,Canberra,5
BUDAPEST,05,Budapest VII. kerület,Chicago,8
BUDAPEST,05,Budapest VII. kerület,Csíkszereda,106
BUDAPEST,05,Budapest VII. kerület,Doha,2
BUDAPEST,05,Budapest VII. kerület,Dublin,25
BUDAPEST,05,Budapest VII. kerület,Düsseldorf,29
BUDAPEST,05,Budapest VII. kerület,Edinburgh,23
BUDAPEST,05,Budapest VII. kerület,Erbil,1
BUDAPEST,05,Budapest VII. kerület,Gdansk,1
BUDAPEST,05,Budapest VII. kerület,Genf,25
BUDAPEST,05,Budapest VII. kerület,Hága,73
BUDAPEST,05,Budapest VII. kerület,Havanna,2
BUDAPEST,05,Budapest VII. kerület,Helsinki,11
BUDAPEST,05,Budapest VII. kerület,Ho Si Minh-város,2
BUDAPEST,05,Budapest VII. kerület,Hongkong,1
BUDAPEST,05,Budapest VII. kerület,Houston,9
BUDAPEST,05,Budapest VII. kerület,Innsbruck,7
BUDAPEST,05,Budapest VII. kerület,Isztambul,7
BUDAPEST,05,Budapest VII. kerület,Jakarta,2
BUDAPEST,05,Budapest VII. kerület,Kairó,4
BUDAPEST,05,Budapest VII. kerület,Kolozsvár,39
BUDAPEST,05,Budapest VII. kerület,Koppenhága,22
BUDAPEST,05,Budapest VII. kerület,Krakkó,4
BUDAPEST,05,Budapest VII. kerület,Kuala Lumpur,1
